index,name,active_fla,address_st,activity,activity_l,program__1,mpca_id_li,industrial,shape,geometry
4534,Main Mpls Public Housing Auth Offices,Y,1001 Washington Ave N,Aboveground Tanks,Aboveground Tanks,Tanks,TS0055611,,0101000020E6100000135DBCC4FD5157C04B8457DCC97E4640,POINT (477840.3661174033 4981937.245980493)
4535,Star Tribune Fleet Garage,Y,909 2nd St,Multiple Activities,"Aboveground Tanks; Hazardous Waste, Very small quantity generator; Industrial Stormwater; Petroleum Remediation, Leak Site; Underground Tanks",Hazardous Waste; Investigation and Cleanup; Stormwater; Tanks,LS0019503; MND982616690; MNR053D46; MNRNE36XR; TS0012707,Automotive Mechanical and Electrical Repair and Maintenance,0101000020E6100000AA7EA5F3E15157C0C9C859D8D37E4640,POINT (477974.31751337857 4981970.631186613)
4536,Twin Cities International Elementary,Y,227 12th Ave N,Hazardous Waste,Hazardous Waste,Hazardous Waste,MNS000138081,Elementary and Secondary Schools,0101000020E61000002282BBFD035257C099A0E128D47E4640,POINT (477810.5486798496 4981972.264602597)
4537,Lerner Distribution Center,Y,1251 Washington Ave N,Industrial Stormwater,Industrial Stormwater,Stormwater,MNRNE36SV; MNRNE39DP,,0101000020E6100000C959D8D30E5257C0CFA2772AE07E4640,POINT (477758.55398693465 4982013.148279445)
4538,XO Communication a Verizon Company,Y,1200 Washington Ave N,Multiple Activities,"Aboveground Tanks; Air Quality; Hazardous Waste; Industrial Stormwater; Petroleum Remediation, Leak Site",Air Quality; Hazardous Waste; Investigation and Cleanup; Stormwater; Tanks,05301091; A00008943; LS0004080; MNR000020198; TS0124482,Wired Telecommunications Carriers; All Other Telecommunications,0101000020E61000007AB82E46EE5157C01FFFBBF4E57E4640,POINT (477915.243820479 4982032.233768787)
4539,Dworsky Barrel Co,Y,260 12th Ave N,Multiple Activities,CERCLIS Site; Hazardous Waste; Site Assessment,Hazardous Waste; Investigation and Cleanup,MND000808949; SA0001151; SA0007734,Other Metal Container Manufacturing,0101000020E6100000FAD388910C5257C05BF8D1DBE57E4640,POINT (477769.4899728236 4982032.409588734)
4540,Dworsky Barrell Reconditioning,Y,735 3rd St N,Site Assessment,Site Assessment,Investigation and Cleanup,SA0007645,,0101000020E6100000AF59D3612A5257C0B668E0CBED7E4640,POINT (477626.14447593474 4982059.82029094)
4541,Mcda,Y,215 Plymouth Ave N,Multiple Activities,"Hazardous Waste, Very small quantity generator; Site Assessment",Hazardous Waste; Investigation and Cleanup,MND985722701; SA0002037,,0101000020E61000008D919158F75157C027DA5548F97E4640,POINT (477871.82469748426 4982097.904023918)
4542,Nwip Block 41,Y,1500-1520 Washington Ave N,"Brownfields, Voluntary Investigation and Cleanup","Brownfields, Voluntary Investigation and Cleanup",Investigation and Cleanup,VP5531,,0101000020E6100000E0FE54C31B5257C05B348DBBFB7E4640,POINT (477696.6451991648 4982106.819571121)
4543,"Pajor Graphics, Inc dba ASI Signage Innovations",Y,1301 Washington Ave N,Industrial Stormwater,Industrial Stormwater,Stormwater,MNRNE3D28,,0101000020E6100000998555400A5257C0D23BD353FD7E4640,POINT (477780.91572873876 4982111.932459845)
4544,ASI Modulex Minneapolis,Y,1301 Washington Ave N,"Hazardous Waste, Very small quantity generator","Hazardous Waste, Very small quantity generator",Hazardous Waste,MNR000081810,Sign Manufacturing,0101000020E6100000937F1C83045257C0FB5C6DC5FE7E4640,POINT (477808.5447312355 4982116.730937042)
4545,NWIP Block 44 City of Minneapolis,N,1300 N 2nd St,Construction Stormwater,Construction Stormwater,Stormwater,C00017086,,0101000020E610000092674DE2E25157C0B9DD70C4FF7E4640,POINT (477970.3466866866 4982119.547762708)
4546,Lowry Auto Repair Inc,N,1316 N 2nd St,Hazardous Waste,Hazardous Waste,Hazardous Waste,MNR000008573,,0101000020E6100000187B2FBEE85157C0AC85A3F5017F4640,POINT (477942.1842481684 4982127.076799097)
4547,DK Recycling,N,1316 N 2nd St,Industrial Stormwater,Industrial Stormwater,Stormwater,A00002199,,0101000020E6100000187B2FBEE85157C0AC85A3F5017F4640,POINT (477942.1842481684 4982127.076799097)
4548,Minneapolis Star-Tribune Heritage Building,Y,800 N 1st St,Multiple Activities,"Aboveground Tanks; Air Quality; Brownfields, Petroleum Brownfield; Brownfields, Petroleum Brownfield and Voluntary Investigation and Cleanup; Brownfields, Voluntary Investigation and Cleanup; CERCLIS Site; Hazardous Waste, Small quantity generator; Indus",Air Quality; Hazardous Waste; Investigation and Cleanup; Stormwater; Tanks,05300454; A00023345; BF0000671; LS0019769; MND092793553; MND982425589; MNR053D48; PB4751; SA0000251; TS0124774; VP32390,Newspaper Publishers,0101000020E6100000A1F831E6AE5157C09FCDAACFD57E4640,POINT (478219.96756760095 4981976.453919236)
4549,River Loop Apartments,Y,801 West River Parkway,Construction Stormwater,Construction Stormwater,Stormwater,C00052384,,0101000020E610000037C1374D9F5157C0DA39CD02ED7E4640,POINT (478295.2792580413 4982054.848041843)
4550,Shafer Metal Recycling,N,208 to 210 15th Ave N,Hazardous Waste,Hazardous Waste,Hazardous Waste,MND022949192,,0101000020E610000071056FA3DC5157C06802EA72EF7E4640,POINT (478000.2042435797 4982064.122803891)
4551,RBL Inc,Y,56 Plymouth Ave N Bldg 1,"Hazardous Waste, Very small quantity generator","Hazardous Waste, Very small quantity generator",Hazardous Waste,MN0000279711,Electrical Contractors and Other Wiring Installation Contractors,0101000020E6100000B8FB66ACC75157C01FF1D01CFE7E4640,POINT (478101.24150704755 4982113.487555993)
4552,Robolube Industries,Y,56 Plymouth Ave N,Industrial Stormwater,Industrial Stormwater,Stormwater,MNRNE3CTV,Used Car Dealers ; General Automotive Repair,0101000020E6100000537B116DC75157C0A7CEA3E2FF7E4640,POINT (478102.4524202779 4982119.493284979)
4553,MCDA Block 44 - Parcel 3,Y,1300 2nd St N,Site Assessment,Site Assessment,Investigation and Cleanup,SA0004320,,0101000020E6100000C059EFDCE05157C0F4343F820B7F4640,POINT (477980.20733596775 4982159.318948906)
4554,West River Parkway,Y,See location description,"Brownfields, Voluntary Investigation and Cleanup","Brownfields, Voluntary Investigation and Cleanup",Investigation and Cleanup,VP1380,,0101000020E610000026C50944B65157C043C981AA137F4640,POINT (478185.2425579769 4982186.269521748)
4555,West River Road,Y,1315 W River Road,"Brownfields, Voluntary Investigation and Cleanup","Brownfields, Voluntary Investigation and Cleanup",Investigation and Cleanup,VP5820,,0101000020E610000055C03DCF9F5157C0835D0311187F4640,POINT (478293.3325933682 4982200.819213472)
4556,E-Tech Inc,N,1401 W River Rd N,Multiple Activities,Hazardous Waste; Underground Tanks,Hazardous Waste; Tanks,MND006260988; TS0001978,,0101000020E6100000614D0A98A55157C0D69B2874247F4640,POINT (478265.64662419737 4982242.9081337685)
4557,TLC Precision Wafer Tech,Y,1411 W River Rd N,"Hazardous Waste, Very small quantity generator","Hazardous Waste, Very small quantity generator",Hazardous Waste,MNS000110965,,0101000020E61000003FDB0F1DA75157C09E567666277F4640,POINT (478258.3697273702 4982252.9219756285)
4558,1300-1316 - 2nd Street North,Y,1300-1316 2nd St N,"Brownfields, Voluntary Investigation and Cleanup","Brownfields, Voluntary Investigation and Cleanup",Investigation and Cleanup,VP16590; VP16591; VP16592; VP16593,,0101000020E61000001471DF0FE45157C0BDC282FB017F4640,POINT (477964.7050562247 4982127.076804889)
4559,Stremel Bros Manufacturing Co,Y,260 Plymouth Ave N,"Hazardous Waste, Very small quantity generator","Hazardous Waste, Very small quantity generator",Hazardous Waste,MND148504806,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",0101000020E6100000C6E86FF8135257C0642FCA22037F4640,POINT (477734.22410779557 4982131.786635798)
4560,Block 43,Y,N Washington Industrial Park,"Brownfields, Voluntary Investigation and Cleanup","Brownfields, Voluntary Investigation and Cleanup",Investigation and Cleanup,VP11860,,0101000020E6100000C963DDAAF15157C0C82696E7037F4640,POINT (477899.2698881171 4982133.819394762)
4561,1300 and 1316 2nd St No 4 and 1328 2nd,Y,1300 and 1316 and 1328 2nd St N 109 14th Ave N,"Brownfields, Petroleum Brownfield","Brownfields, Petroleum Brownfield",Investigation and Cleanup,PB3766,,0101000020E6100000E33CF779E75157C0632992AF047F4640,POINT (477948.3094509442 4982136.298198767)
4562,Wilensky Properties,Y,See Location Description,"Brownfields, Voluntary Investigation and Cleanup","Brownfields, Voluntary Investigation and Cleanup",Investigation and Cleanup,VP3680,,0101000020E6100000F06A3D6CF75157C009419AF3047F4640,POINT (477871.5922975556 4982137.464525248)
4563,A & M Business Interior Services,Y,1300 Washington Ave N,Hazardous Waste,Hazardous Waste,Hazardous Waste,MNS000117630,,0101000020E61000009D5E524A025257C0AA7D7C3A057F4640,POINT (477819.31047366926 4982138.584616934)
4564,Block 49 South,Y,1301 & 1313 Washington Ave N,"Brownfields, Voluntary Investigation and Cleanup","Brownfields, Voluntary Investigation and Cleanup",Investigation and Cleanup,VP11370; VP11371,,0101000020E61000007646C630085257C07A928D6A057F4640,POINT (477790.92598253366 4982139.319814349)
4565,Midwest Steel Supply,Y,1328 N 2nd St,Multiple Activities,CERCLIS Site; Hazardous Waste; Site Assessment,Hazardous Waste; Investigation and Cleanup,MND022920748; MNS000143172; SA0004482,Metal Service Centers and Other Metal Merchant Wholesalers,0101000020E610000026F3D94BE45157C0F1FA2713127F4640,POINT (477963.7664021882 4982181.635562643)
4566,Shiff Properties,Y,See Location Description,"Brownfields, Voluntary Investigation and Cleanup","Brownfields, Voluntary Investigation and Cleanup",Investigation and Cleanup,VP12740,,0101000020E6100000CFF1340D085257C0AD433D96217F4640,POINT (477791.92707183975 4982234.819063726)
4567,Ambassador Press Inc,Y,1400 Washington Ave N,Multiple Activities,"Brownfields, Voluntary Investigation and Cleanup; Hazardous Waste; Industrial Stormwater",Hazardous Waste; Investigation and Cleanup; Stormwater,MNR000057562; MNRNE36ZV; MNRNE3BJY; VP8190,Commercial Printing (except Screen and Books),0101000020E61000008F6E4229F35157C05D9A2A31327F4640,POINT (477892.6274569607 4982290.763683394)
4568,North Point Health and Wellness Expansion,N,2200 Plymouth Ave N,"Brownfields, Petroleum Brownfield","Brownfields, Petroleum Brownfield",Investigation and Cleanup,BF0000824,Recyclable Material Merchant Wholesalers,0101000020E610000039A25257C45357C01EE9041BF47E4640,POINT (475653.83224428375 4982088.4243569635)
4569,Plymouth Ave. Residence,Y,2510 Plymouth Ave N,"Petroleum Remediation, Leak Site","Petroleum Remediation, Leak Site",Investigation and Cleanup,LS0019294,,0101000020E6100000D2FD9C82FC5357C042A49531F47E4640,POINT (475383.5936112649 4982089.759205752)
4570,Northpoint Health and Wellness Center,Y,1313 and 1319 Penn Ave N,Multiple Activities,"Aboveground Tanks; Brownfields, Petroleum Brownfield and Voluntary Investigation and Cleanup; Hazardous Waste, Very small quantity generator; Underground Tanks",Hazardous Waste; Investigation and Cleanup; Tanks,BF0000972; MN0000880849; TS0018622,Pharmacies and Drug Stores ; HMO Medical Centers,0101000020E610000031838CDBC35357C0D7B49C95FE7E4640,POINT (475656.29400636564 4982123.940033667)
4571,NorthPoint Health & Wellness Center Expansion,Y,1313 Penn Ave N,Construction Stormwater,Construction Stormwater,Stormwater,C00061723; CS-gen,,0101000020E61000001897AAB4C55357C0EFAEB321FF7E4640,POINT (475647.40952052636 4982125.829091269)
4572,Atlas Abatement & Contracting LLC - Minneapolis,N,1345 Sheridan Ave N,Hazardous Waste,Hazardous Waste,Hazardous Waste,MNS000172890,General Warehousing and Storage,0101000020E6100000B6D6BC4FFA5357C0EBC4E578057F4640,POINT (475394.3980958676 4982148.2946683625)
4573,Rogers Jr High School,N,2799 141st Ave N,Multiple Activities,Construction Stormwater; Underground Tanks,Stormwater; Tanks,C00004513; TS0020225,,0101000020E6100000D13008EE385457C0118DAC04247F4640,POINT (475093.5370279049 4982253.016936099)
4574,Russell Ave Property,Y,1505 Russell Ave N,"Petroleum Remediation, Leak Site","Petroleum Remediation, Leak Site",Investigation and Cleanup,LS0020514,,0101000020E610000009C21550E85357C02458243F457F4640,POINT (475481.82322638086 4982364.1638063565)
4575,Minneapolis Schools Willmar,Y,1615 Queen Ave N,Multiple Activities,"Hazardous Waste, Very small quantity generator; Petroleum Remediation, Leak Site; Underground Tanks",Hazardous Waste; Investigation and Cleanup; Tanks,LS0011521; MNR000022913; TS0002350,Educational Services,0101000020E61000009548A297D15357C0921914724A7F4640,POINT (475591.19850524474 4982381.370102509)
4576,Hennepin County Pilot City Health Center,Y,1349 Penn Ave N,"Hazardous Waste, Very small quantity generator","Hazardous Waste, Very small quantity generator",Hazardous Waste,MND134380054,,0101000020E610000004FD2A65BE5357C07B6B60AB047F4640,POINT (475682.65323944186 4982144.468776129)
4577,Pilot City,N,1315 Penn Ave N,Underground Tanks,Underground Tanks,Tanks,TS0016411,,0101000020E6100000E89903A9B95357C057050F78057F4640,POINT (475705.4441965258 4982147.092590591)
4578,1312 Penn Avenue North,Y,1312 Penn Avenue North,Multiple Activities,"Brownfields, Petroleum Brownfield; Superfund, Superfund Program Non-listed Sites",Investigation and Cleanup,BF0000720; SR0001485,,0101000020E61000006EA46C91B45357C0E90E62670A7F4640,POINT (475730.00688296685 4982163.7291484075)
4579,Hennepin County HHW Program Event,Y,1500 James Ave N,Hazardous Waste,Hazardous Waste,Hazardous Waste,MNR000006122,Hazardous Waste Treatment and Disposal ; Administration of Air and Water Resource and Solid Waste Management Programs,0101000020E6100000794F2F42425357C06DA983BC1E7F4640,POINT (476280.2207327652 4982230.592128567)
4580,North High School Minneapolis Schools,Y,1500 James Ave N,"Hazardous Waste, Very small quantity generator","Hazardous Waste, Very small quantity generator",Hazardous Waste,MND982426421,,0101000020E6100000794F2F42425357C06DA983BC1E7F4640,POINT (476280.2207327652 4982230.592128567)
4581,North Commons Park,Y,1801 James Ave,Construction Stormwater,Construction Stormwater,Stormwater,C00036406,,0101000020E610000096218E75715357C0567DAEB6627F4640,POINT (476054.00022828503 4982461.889995176)
4582,North Community School,N,1600 James Ave N,Multiple Activities,"Petroleum Remediation, Leak Site; Underground Tanks",Investigation and Cleanup; Tanks,LS0008635; TS0002357,,0101000020E61000006DC9AA08375357C0AD6818E3687F4640,POINT (476335.15639138006 4982481.770841939)
4583,Sherlee Eckblad Residence,Y,1700 James Ave N,"Petroleum Remediation, Leak Site","Petroleum Remediation, Leak Site",Investigation and Cleanup,LS0006523,,0101000020E610000061490389375357C047F4215E8D7F4640,POINT (476333.2034836687 4982605.453131555)
4584,Commons at Penn Ave,Y,"2201,2213,2217,2221 Golden Valley Road & 1823 Penn Ave N",Multiple Activities,"Brownfields, Petroleum Brownfield; Brownfields, Voluntary Investigation and Cleanup",Investigation and Cleanup,PB4428; VP30500,,0101000020E61000001A1C8068C15357C04E1542BDCF7F4640,POINT (475670.78376754053 4982832.9534106115)
4585,Former Gas Station,Y,2201 Golden Valley Rd,"Petroleum Remediation, Leak Site","Petroleum Remediation, Leak Site",Investigation and Cleanup,LS0013007,,0101000020E61000008D87AD8FBD5357C04DF564FED17F4640,POINT (475689.31919269013 4982840.5257136)
4586,Former Kwik Sew,Y,3002 Washington Ave N,Multiple Activities,"Brownfields, Petroleum Brownfield; Brownfields, Voluntary Investigation and Cleanup; Petroleum Remediation, Leak Site",Investigation and Cleanup,BF0000102; LS0018966; PB4260; VP29540,,0101000020E61000004F528980FD5257C0131BE20E8A7F4640,POINT (476612.3475146461 4982593.204522921)
4587,SE Penn & Plymouth property,Y,"1242 & 1256 Penn Ave N 1235, 1237, & 1243 Oliver Ave",Multiple Activities,"Brownfields, Petroleum Brownfield; Brownfields, Petroleum Brownfield and Voluntary Investigation and Cleanup; Brownfields, Voluntary Investigation and Cleanup",Investigation and Cleanup,BF0000070; PB4325; VP29980,,0101000020E61000004F528980FD5257C0131BE20E8A7F4640,POINT (476612.3475146461 4982593.204522921)
4588,Web Label Ltd,Y,2518 2nd St N Ste 111,Multiple Activities,"Brownfields, Petroleum Brownfield and Voluntary Investigation and Cleanup; Brownfields, Voluntary Investigation and Cleanup; Petroleum Remediation, Leak Site; Underground Tanks",Investigation and Cleanup; Tanks,BF0000446; LS0008077; TS0018997,,0101000020E61000004F528980FD5257C0131BE20E8A7F4640,POINT (476612.3475146461 4982593.204522921)
4589,1000 & 1010 Lyndale Ave Demo,Y,1000 & 1010 Lundale Ave N,Construction Stormwater,Construction Stormwater,Stormwater,C00045064,,0101000020E61000004F528980FD5257C0131BE20E8A7F4640,POINT (476612.3475146461 4982593.204522921)
4590,Unison Comfort Technologies,Y,60 28th Ave,Aboveground Tanks,Aboveground Tanks,Tanks,TS0126343,,0101000020E6100000AEA72DE0EB5257C027712DC59B7F4640,POINT (476697.36404332356 4982652.940415521)
4591,Scott Atwater Foundry,Y,2200 1st St N,Multiple Activities,Hazardous Waste; Site Assessment,Hazardous Waste; Investigation and Cleanup,MND006481659; SA0001196,Iron Foundries,0101000020E6100000AEA72DE0EB5257C027712DC59B7F4640,POINT (476697.36404332356 4982652.940415521)
4592,Ascension School,Y,1726 Dupont Ave N,Underground Tanks,Underground Tanks,Tanks,TS0013672,,0101000020E6100000693288B4B25257C0F08403C69F7F4640,POINT (476972.44627303886 4982665.514008991)
4593,MPS North,Y,1801 fremont ave n,Construction Stormwater,Construction Stormwater,Stormwater,C00054431,,0101000020E61000009F3E027FF85257C0EE7893DFA27F4640,POINT (476636.7384830464 4982677.24267506)
4594,Church of The Ascension,Y,1723 Bryant Ave N,Multiple Activities,Hazardous Waste; Underground Tanks,Hazardous Waste; Tanks,MNR000059220; TS0002859,Religious Organizations,0101000020E6100000AC6928FFA45257C0C3633F8BA57F4640,POINT (477038.4647812896 4982684.838937268)
4595,North High School Track,Y,1801 Fremont Ave N,Multiple Activities,"Brownfields, Petroleum Brownfield; Superfund, Superfund Program Non-listed Sites",Investigation and Cleanup,BF0000265; SR0001441,,0101000020E6100000649FB6FCF65257C064A8B328A67F4640,POINT (476644.03852567374 4982688.354827309)
